title	date	dept	dept_top
2015년 하반기 경제정책방향	2015.06.25	기획재정부 경제정책국 종합정책과	기획재정부
이동통신시장 경쟁촉진 및 규제합리화를 위한 통신정책 방안	2015.06.25	미래창조과학부 통신정책국 통신정책기획과	미래창조과학부
인문계 전공자 취업촉진 방안	2015.06.24	고용노동부 고용정책실 청년고용기획과	고용노동부
부동산거래 통합지원시스템 구축사업(1단계 전자계약시스템) 착수	2015.06.24	국토교통부 주택토지실 부동산산업과	국토교통부
대기오염물질 비산배출 저감 사업장 신고제 도입	2015.06.24	환경부 환경정책실 대기관리과	환경부
서민금융 지원 강화방안	2015.06.23	금융위원회 서민금융과	금융위원회
금융지주 경쟁력 강화를 위한 제도개선 방안	2015.06.22	금융위원회 금융정책국 금융제도팀	금융위원회
전기요금 국민부담 경감대책	2015.06.22	산업통상자원부 에너지자원실 원전산업정책관 전력진흥과	산업통상자원부
창업도약 패키지 프로그램 추진	2015.06.19	중소기업청 창업진흥과	중소기업청
메르스로 어려움을 겪는 납세자에 대한 세정지원	2015.06.18	국세청 징세법무국 징세과	국세청
IT·금융 융합 및 신성장동력 창출을 위한 인터넷전문은행 도입방안	2015.06.18	금융위원회 금융서비스국 은행과	금융위원회
금융IT부문 자율보안체계 확립 방안	2015.06.18	금융위원회 금융서비스국 전자금융과	금융위원회
한-중미 FTA 협상 개시	2015.06.18	산업통상자원부 통상교섭실 FTA정책기획과	산업통상자원부
판교 창조경제밸리 마스터플랜	2015.06.17	국토교통부 국토도시실 산업입지정책과	국토교통부
제1차 노동시장 개혁 추진방안	2015.06.17	기획재정부 미래경제전략국 인력정책과	기획재정부
2015년 제12차 경제관계장관회의	2015.06.17	기획재정부 정책조정국 정책조정총괄과	기획재정부
금융규제개혁 추진방향	2015.06.15	금융위원회 금융정책국 금융정책과	금융위원회
지역방송발전 지원계획	2015.06.12	방송통신위원회	방송통신위원회
2015년 제11차 경제관계장관회의: 메르스 관련 경제동향과 대응방안	2015.06.10	기획재정부 정책조정국 정책조정총괄과	기획재정부
사물인터넷(IoT) 정보보호 로드맵 3개년(‘15~‘17) 시행계획	2015.06.10	미래창조과학부 정보통신정책실 정보통신산업정책관 정보보호지원과	미래창조과학부
제1차 중견기업 성장촉진 기본계획('15~'19)	2015.06.10	중소기업청 기업혁신지원과	중소기업청
2016~2020년 국민연금 중기자산배분(안)	2015.06.09	보건복지부 연금정책국 국민연금재정과	보건복지부
기술금융 체계화 및 제도 개선 방안	2015.06.08	금융위원회 금융정책국 산업금융과	금융위원회
한-중국/베트남/뉴질랜드 FTA 국내산업 경쟁력 강화 대책	2015.06.05	산업통상자원부 통상교섭실 FTA협상총괄과	산업통상자원부
정당한 보험금 지급관행 확립방안	2015.06.04	금융감독원 보험감독국 보험총괄팀	금융감독원
국내 은행권 시스템적 중요 은행 및 은행지주회사 규제 도입	2015.06.03	금융감독원 거시감독국 시스템리스크분석팀	금융감독원
금융권 빅데이터 활성화 방안	2015.06.03	금융위원회 기획조정관실 신용정보팀	금융위원회
농식품 벤처·창업 생태계 활성화 대책	2015.06.02	농림축산식품부 식품산업정책실 창조농식품정책관 과학기술정책과	농림축산식품부
지역농산물 이용촉진 등 농산물 직거래 활성화에 관한 법률 제정	2015.06.01	농림축산식품부 식품산업정책실 유통소비정책관 유통산업과	농림축산식품부
한-중 FTA 정식서명	2015.06.01	산업통상자원부 통상협력국 동북아통상과	산업통상자원부
K-ICT 디지털콘텐츠 산업 육성계획	2015.05.30	미래창조과학부 정보통신정책실 소프트웨어정책관 디지털콘텐츠과	미래창조과학부
수산업·어촌 발전 기본법 제정	2015.05.29	해양수산부 수산정책실 수산정책과	해양수산부
국민체감 20대 금융관행 개혁 추진계획	2015.05.28	금융감독원 금융혁신국	금융감독원
공공기관 기능조정 추진방안: SOC, 농림·수산, 문화·예술 분야	2015.05.27	기획재정부 공공정책국 정책총괄과	기획재정부
알뜰폰 제2의 도약을 위한 3차 활성화 계획	2015.05.22	미래창조과학부 통신정책국 통신경쟁정책과	미래창조과학부
전자증권제도 도입방안	2015.05.21	금융위원회 자본시장국 자본시장과	금융위원회
전자상거래 역(逆)직구를 활성화하기 위한 지원대책	2015.05.20	관세청	관세청
2015년 제10차 경제관계장관회의	2015.05.20	기획재정부 정책조정국 정책조정총괄과	기획재정부
계좌 개설시 실명확인 방식 합리화방안	2015.05.18	금융위원회 금융서비스국 은행과	금융위원회
통화정책방향 : 기준금리 1.75% 유지	2015.05.15	한국은행 통화정책국 정책총괄팀	한국은행
통합 재정사업성과평가 도입	2015.05.13	기획재정부 재정기획국 재정기획총괄과	기획재정부
범국가적 종자산업 육성정책	2015.05.13	농림축산식품부 식품산업정책실 창조농식품정책관 종자생명산업과	농림축산식품부
정부 연구개발 혁신방안	2015.05.13	미래창조과학부 과학기술정책국 과학기술정책과	미래창조과학부
제1차 아동정책 기본계획 (2015~2019)	2015.05.13	보건복지부 인구정책실 아동복지정책과	보건복지부
연안어업의 품목별 조직화 방안	2015.05.13	해양수산부 수산정책실 어업정책과	해양수산부
지방재정 개혁방안	2015.05.13	행정자치부 지방재정세제실 재정정책과	행정자치부
제169차 대외경제장관회의 : APEC 환경상품 관세인하 이행방안	2015.05.11	기획재정부 대외경제국 대외경제총괄과	기획재정부
2015년도 친환경농업 활성화방안	2015.05.08	농림축산식품부 식품산업정책실 친환경농업과	농림축산식품부
2015년도 주택종합계획	2015.05.07	국토교통부 주택토지실 주택정책과	국토교통부
공공기관 임금피크제 권고안 확정	2015.05.07	기획재정부 공공정책국 제도기획과	기획재정부
2015년 제9차 경제관계장관회의	2015.05.07	기획재정부 정책조정국 정책조정총괄과	기획재정부
융합 신산업 창출을 위한 규제개혁 추진방향	2015.05.07	미래창조과학부 정보통신정책실 인터넷융합정책관 정책총괄과	미래창조과학부
크루즈 산업 활성화 대책	2015.05.07	해양수산부 해운물류국 해운정책과	해양수산부
개발제한구역 규제 개선방안	2015.05.06	국토교통부 국토도시실 녹색도시과	국토교통부
자율주행차 상용화 지원방안	2015.05.06	국토교통부 자동차운영과, 첨단도로환경과	국토교통부
어린이 환경보건 출생코호트 추진계획	2015.05.06	환경부 환경정책실 환경보건정책과	환경부
한-베트남 FTA 정식 서명	2015.05.05	산업통상자원부 통상교섭실 FTA 협상총괄과	산업통상자원부
2015년 비정상의 정상화 추진 계획	2015.05.04	공정거래위원회 경쟁정책국 경쟁정책과	공정거래위원회
핀테크 산업 활성화 방안	2015.05.04	금융위원회 금융정책국 금융정책과	금융위원회
비정상의 정상화 국유재산 정상화 과제 추진(국유지 무단점유 관행 개선)	2015.04.30	국무조정실	국무조정실
지류·지천 수질관리 대책	2015.04.30	환경부 물환경정책국 물환경정책과	환경부
정보보호가 기본(基本)이 되고 창조경제 먹거리 산업화를 위한 「K-ICT시큐리티 발전 전략」	2015.04.29	미래창조과학부 정보통신정책실 정보보호정책관 정보보호기획과	미래창조과학부
총사업비 관리지침 개정: 계획설계에 대한 설계적정성 검토 의무화	2015.04.28	기획재정부 예산실 총사업비관리과	기획재정부
빈용기보증금제도 개선을 위한 자발적 협약 추진계획	2015.04.27	환경부 자원순환국 자원재활용과	환경부
금융회사 검사·제재 개혁방안	2015.04.22	금융위원회 금융정책국 금융제도팀	금융위원회
2015년 제8차 경제관계장관회의	2015.04.22	기획재정부 정잭조정국 정책조정총괄과	기획재정부
한미 원자력협정 개정 합의	2015.04.22	미래창조과학부 연구개발정책실 거대공공연구정책관 거대공공연구협력과	미래창조과학부
독거노인 돌봄서비스 사업 실시	2015.04.22	보건복지부 인구정책실 노인정책과	보건복지부
최근 수출부진 타개를 위한 수출 활성화 대책	2015.04.15	산업통상자원부 무역투자실 무역정책과	산업통상자원부
보이스피싱 등 금융사기 척결 특별대책	2015.04.13	금융감독원 서민금융지원국	금융감독원
제168차 대외경제장관회의 : 신통상 로드맵 추진상황 논의	2015.04.08	기획재정부 대외경제국 대외경제총괄과	기획재정부
2015년 제7차 경제관계장관회의	2015.04.08	기획재정부 정책조정국 정책조정총괄과	기획재정부
연말정산 보완대책	2015.04.07	기획재정부 세제실 조세정책과	기획재정부
외식기업 해외진출 활성화 방안	2015.04.07	농림축산식품부 식품산업정책실 식품산업정책관 외식산업진흥과	농림축산식품부
서민 주거비 부담 완화방안	2015.04.06	국토교통부 주택토지실 주택정책과	국토교통부
호남고속철도 개통	2015.04.02	국토교통부 철도국 철도건설과	국토교통부
2015년 상호출자제한 기업집단 지정	2015.04.01	공정거래위원회 경쟁정책국 기업집단과	공정거래위원회
도시농업 활성화 방안	2015.04.01	농림축산식품부 식품산업정책실 종자생명산업과	농림축산식품부
민간분야 ActiveX 이용 개선방안	2015.04.01	미래창조과학부 정보통신정책실 인터넷융합정책관 인터넷제도혁신과	미래창조과학부
보건산업 발전방향 (국가 미래주력사업으로의 청사진)	2015.04.01	보건복지부 보건산업정책국 보건산업정책과	보건복지부
중소 수출입기업 경영지원 및 자금부담 완화 대책(CARE Plan 2015)	2015.03.31	관세청	관세청
복지재정 효율화 추진방안	2015.03.31	기획재정부 예산실 복지예산과	기획재정부
기금 여유자금 운용 개선방안	2015.03.31	기획재정부 재정관리국 경제재정성과과	기획재정부
지방공기업 종합혁신방안	2015.03.31	행정자치부 지방재정세제실 공기업과	행정자치부
보험 국제회계기준 2단계 연착륙방안	2015.03.30	금융위원회 금융서비스국 보험과	금융위원회
2015년 제6차 경제관계장관회의	2015.03.30	기획재정부 정책조정국 정책조정총괄과	기획재정부
제1차 국가방사능방재계획(2015~2019)	2015.03.30	원자력안전위원회	원자력안전위원회
