title	date	dept	dept_top
의약품 종합정보센터 설립 계획	2003.12.26	보건복지부 보건정책국 약무식품정책과	보건복지부
투명하고 공정한 하도급거래 기반 구축방안	2003.12.24	공정거래위원회 하도급국	공정거래위원회
한시적비급여 기간 연장 및 조정	2003.12.24	보건복지부 연금보험국	보건복지부
인도네시아와 통화스왑협정 체결	2003.12.23	재정경제부 국제금융국 외화자금과	재정경제부
2004년부터 달라지는 금융제도	2003.12.18	금융감독위원회	금융감독위원회
<건설폐기물의 재활용 촉진에 관한 법률> 제정('03.12.31. 공포)	2003.12.18	환경부 폐기물자원국	환경부
Broadband IT KOREA VISION 2007(참여정부의 정보화 촉진 및 정보통신 발전 전략)	2003.12.17	정보통신부 정보화기획실 기획총괄과	정보통신부
수산업·어촌의 종합대책	2003.12.17	해양수산부 수산정책국	해양수산부
간선급행버스체계(BRT) 구축	2003.12.13	건설교통부 육상교통국 육상교통기획과	건설교통부
한국증권선물거래소 설립 추진	2003.12.12	재정경제부 금융정책국 증권제도과	재정경제부
산업기술혁신 5개년계획: 2004-2008	2003.12.10	산업자원부 산업기술국 산업기술개발과	산업자원부
해외진출기업 지원센터 설치·운영	2003.12.08	산업자원부 무역투자실 미주협력과	산업자원부
제9차 기후변화협약 당사국 총회: 배출저감조치에 관한 국가보고서 검토	2003.12.08	환경부 국제협력관실	환경부
전자무역촉진 3개년계획	2003.12.03	산업자원부 무역투자실	산업자원부
참여정부 디자인산업 발전전략	2003.12.03	산업자원부 산업기술국 디자인브랜드과	산업자원부
환경영향평가제도 개선	2003.12.02	환경부 자연보전국 환경평가과	환경부
항공테러 예방 및 종합적인 대응체계 구축(국가항공보안 우발계획)	2003.12.01	건설교통부 항공안전본부	건설교통부
디스플레이산업 비전 및 발전전략	2003.11.29	산업자원부 생활산업국 반도체전기과	산업자원부
2003년도 세법개정안 국회 의결	2003.11.29	재정경제부 세제실 조세정책과	재정경제부
공항운영증명제도 도입	2003.11.24	건설교통부 항공안전본부	건설교통부
대학경쟁력 강화 방안	2003.11.21	교육인적자원부	교육인적자원부
자유무역지역과 관세자유지역 통합	2003.11.18	산업자원부 국가균형발전기획단	산업자원부
지역특화발전특구법안 의결	2003.11.18	재정경제부 경제정책국	재정경제부
경춘선 복선전철화 사업 본격 추진	2003.11.15	건설교통부 광역교통국	건설교통부
농업·농촌 정책방향 및 중장기 투융자계획	2003.11.13	농림부 기획관리실	농림부
인천국제공항 허브화 추진 계획	2003.11.12	건설교통부 수송정책실	건설교통부
인구고령화에 따른 정책대응방향	2003.11.10	재정경제부 경제정책국	재정경제부
신행정수도건설 추진: 다핵의 국토구조 실현	2003.11.07	건설교통부 신행정수도건설추진지원단	건설교통부
건설CALS/EC 제2차 기본계획(2003~2007)	2003.11.05	건설교통부 기술안전국 기술정책과	건설교통부
분할지급형 경영이양직불제 도입	2003.11.05	농림부 농업정책국 농지과	농림부
`03년도 추곡 수매 실시계획	2003.10.31	국립농산물품질관리원	국립농산물품질관리원
미곡종합처리장 경영개선을 위한 지원체계 전면개편	2003.10.31	농림부 식량생산국 식량정책과	농림부
부동산 보유세제개편 세부추진계획 : 종합부동산세 도입	2003.10.31	재정경제부 세제실 재산세제과	재정경제부
한·미 패류위생관리에 관한 양해각서 체결	2003.10.31	해양수산부 수산정책국	해양수산부
FTA, DDA 개방 대비 4대 농업지원법 입법 추진	2003.10.30	농림부 FTA상황실	농림부
주택시장 안정 종합대책(10.29대책)	2003.10.29	건설교통부 주택국	건설교통부
중기 고용정책기본계획(2004~2008)	2003.10.28	노동부 고용정책실 고용정책과	노동부
차세대 반도체 산업비전 및 발전전략	2003.10.28	산업자원부 생활산업국 반도체전기과	산업자원부
농어업용 면세유 공급제도 개선방안	2003.10.23	기획재정부 세세실 소비세제과	기획재정부
제3차 국유재산 권리보전조치 추진	2003.10.22	재정경제부 국고국	재정경제부
신용카드회사 건전성감독 합리화 방안	2003.10.17	금융감독위원회 비은행감독과	금융감독위원회
생태산업단지 구축사업 착수	2003.10.15	산업자원부 산업정책국 산업입지환경과	산업자원부
휴대폰 스팸방지 종합대책	2003.10.15	정보통신부 정보화기획실 정보보호정책과	정보통신부
운송업 제도개선방안	2003.10.13	건설교통부 육상교통국	건설교통부
생명윤리및안전에관한법률(안) 제정('05.1.1.시행)	2003.10.07	보건복지부 보건정책국 보건의료정책과	보건복지부
태풍 '매미' 피해복구를 위한 2003년도 제2회 추가경정예산안	2003.10.01	기획예산처 예산실 예산기준과	기획예산처
무역진흥확대회의 : 지방중소기업의 수출경쟁력 강화지원대책	2003.09.26	산업자원부 무역투자실	산업자원부
지방 중소기업의 수출경쟁력 강화 지원대책	2003.09.26	산업자원부 무역투자실 무역진흥과	산업자원부
재해·재난대비 국가재정정보시스템 백업체계 구축 추진	2003.09.19	재정경제부 국고국 회계제도과	재정경제부
차세대 방송 인프라 구축 방안	2003.09.19	정보통신부 전파방송관리국 방송위성과	정보통신부
통합지휘무선통신망구축사업 기본계획	2003.09.18	정보통신부 전파방송관리국	정보통신부
통신·방송융합에 대응한 정책방안	2003.09.17	미래창조과학부 방송통신융합실 융합정책관 방송통신콘텐츠과	미래창조과학부
인터넷 산업 강국 건설을 위한 IPv6 보급 촉진 계획	2003.09.17	정보통신부 정보화기획실	정보통신부
제2차 신재생에너지 기술개발 및 이용·보급계획(2003~2012)	2003.09.12	산업자원부 자원정책실 신재생에너지팀	산업자원부
단기금융시장의 담보콜거래 활성화 방안	2003.09.09	금융감독원 비은행감독국	금융감독원
1회용품 사용억제 위반사업장 신고포상금제('04.1.1. 시행)	2003.09.09	환경부 폐기물자원국 폐기물정책과	환경부
미등록·불법 다단계업체 근절 대책	2003.09.08	공정거래위원회 소비자보호국 특수거래보호과	공정거래위원회
재건축시장 안정대책(9.5 재건축대책): 5.23추가대책	2003.09.05	건설교통부 주택국 주거환경과	건설교통부
주택가격 안정대책: 5.23추가대책	2003.09.05	재정경제부	재정경제부
도시교통개선 실천계획	2003.09.03	건설교통부 육상교통국	건설교통부
서민·중산층 주거안정 지원대책	2003.09.03	건설교통부 주거환경과	건설교통부
차상위계층 등 빈곤층에 대한 사회안전망 강화대책	2003.09.03	보건복지부 사회복지정책실	보건복지부
축산업등록제 시행방안 및 친환경축산직불제 도입(안)	2003.08.30	농림부 축산국 축산정책과	농림부
대외경제장관회의: 제5차 WTO각료회의 대책 논의	2003.08.30	재정경제부 경제협력국	재정경제부
비상시 금융기관 전산망 안전대책	2003.08.28	금융감독위원회 IT업무실	금융감독위원회
2003년도 세법개정(안)	2003.08.28	재정경제부 세제실 조세정책과	재정경제부
상속·증여세 완전포괄주의 도입	2003.08.28	재정경제부 세제실 조세정책과	재정경제부
동북아 물류중심 로드맵	2003.08.27	건설교통부 수송정책실 수송물류심의관실	건설교통부
신용평가제도의 신뢰성 제고 방안 추진	2003.08.26	금융감독원 자본시장감독실 채권시장팀	금융감독원
2003년 경제정책조정회의: 참여정부 6개월 경제정책 점검과 8.15 후속조치	2003.08.25	재정경제부 경제정책국	재정경제부
10대 차세대 성장동력 추진계획	2003.08.22	산업자원부 산업기술국 산업기술정책과	산업자원부
전자무역 확산 전략	2003.08.12	산업자원부 무역투자실 무역정책과	산업자원부
외국인근로자의 고용 등에 관한 법률 제정	2003.08.08	노동부 외국인고용대책단	노동부
2003년 1차 추경예산 조기집행 대책	2003.08.05	기획예산처 예산관리국	기획예산처
중견·중소기업 지원을 위한 P-CBO 추진 방안	2003.08.05	재정경제부 금융정책국	재정경제부
극빈층에 대한 긴급보호대책	2003.08.04	보건복지부 연금보험국	보건복지부
산업경쟁력 강화를 위한 노사관계 선진화 과제	2003.07.31	산업자원부 산업정책국	산업자원부
'03.9-'04.8 최저임금안 결정·고시	2003.07.30	노동부 근로기준국	노동부
통신시장 경쟁정책 방향	2003.07.24	정보통신부 정보통신진흥국	정보통신부
건강가정육성기본법 제정	2003.07.19	보건복지부 사회복지정책실	보건복지부
제1차 자연공원 기본계획(2003~2012)	2003.07.18	환경부 자연보전국 자연공원과	환경부
한-칠레 FTA 비준안 제출에 따른 범정부적 FTA 농업지원대책	2003.07.16	농림부 농산물유통국 과수화훼과	농림부
정부공사 입찰제도 개선	2003.07.16	재정경제부 국고국	재정경제부
2003년 하반기 경제운용방향	2003.07.14	재정경제부 경제정책국	재정경제부
노사 참여형 직업훈련 및 중기·비정규 근로자 지원 방안	2003.07.12	노동부 고용정책실	노동부
통화정책방향: 콜금리 4.00% 에서 3.75%로 하향조정	2003.07.10	한국은행 정책기획국 정책총괄팀	한국은행
항공분야 안전확보 5개년 계획	2003.07.09	건설교통부 항공안전본부 운항과	건설교통부
대구지하철 화재사고 관련 지하철 안전 대책	2003.07.05	건설교통부 지하철분과안전기획단	건설교통부
대북 쌀 지원사업(참여정부 출범 이래 최초 시행)	2003.07.03	농림부 식량생산국	농림부
2003년 하반기 무역진흥대책	2003.07.03	산업자원부 무역투자실 무역정책과	산업자원부
건설교통분야 부패방지 대책 추진	2003.07.02	건설교통부 부패방지추진기획단	건설교통부
제3차 환경보전 중기종합계획('03~'07)	2003.07.02	환경부 환경정책국	환경부
경제자유구역위원회 공식 출범 및 하반기 추진과제	2003.07.01	재정경제부 경제자유구역기획단	재정경제부
세원투명성 제고방안 세부추진계획	2003.07.01	재정경제부 세제실 소득세제과	재정경제부
수입활어 원산지표시제 시행	2003.07.01	해양수산부 수산정책국	해양수산부
사전환경성검토제도 개선 및 보안	2003.07.01	환경부 자연보전국 국토환경정책과	환경부
국제해상보안규칙(ISPS Code) 추진 계획	2003.06.23	해양수산부 항만국	해양수산부
대외경제장관회의: 미 상계관세 최종판정에 대한 대응방안 논의	2003.06.19	재정경제부 경제협력국	재정경제부
지표채권시장 육성을 위한 국고채 발행 확대 방안	2003.06.18	재정경제부 국고국	재정경제부
2003년 경제정책조정회의: 참여정부 출범 100일, 경제정책 성과와 비전	2003.06.04	재정경제부 경제정책국	재정경제부
서민·중산층 생활안정을 위한 2003년도 제1회 추가경정예산안	2003.06.02	기획예산처 예산실 예산제도과	기획예산처
2004년도 국민연금기금 운용계획(안)	2003.05.30	보건복지부 연금보험국 연금재정과	보건복지부
참여정부의 서민·중산층 생활안정대책	2003.05.30	재정경제부 경제정책국 조정1과	재정경제부
환매조건부 채권거래(RP)시장 참여방안	2003.05.30	재정경제부 국고국	재정경제부
중장기 중소유통업 혁신 및 발전 비전	2003.05.28	산업자원부 산업정책국 유통서비스정보과	산업자원부
차세대통합네트워크(NGcN) 구축계획	2003.05.27	정보통신부 정보화기획실	정보통신부
주택가격 안정 대책(5.23대책)	2003.05.23	건설교통부 주택도시국 주택정책과	건설교통부
조세특례제한법 개정 추진	2003.05.22	기획재정부 세제실 재산세제과	기획재정부
경제자유구역의 지정 및 운영에 관한 법률 시행령 마련	2003.05.19	재정경제부 경제자유구역 준비기획단	재정경제부
국민임대산업단지 제도 시행	2003.05.17	기획예산처 예산실	기획예산처
인터넷쇼핑몰 안전성 강화대책	2003.05.16	재정경제부 국민생활국	재정경제부
자금중개회사의 중개업무활성화 방안	2003.05.14	금융감독원 비은행감독국 비은행총괄팀	금융감독원
산업생산성 혁신대책	2003.05.14	산업자원부 산업정책실 산업혁신과	산업자원부
어린이용품 주의·경고표시제도 개선방안	2003.05.14	재정경제부 국민생활국	재정경제부
통화정책방향: 콜금리 4.25%에서 4.00%로 하향조정	2003.05.13	한국은행 정책기획국 정책총괄팀	한국은행
장애인 방문 정보화 교육 확대 실시	2003.05.09	정보통신부 정보화기획실 정보화기반과	정보통신부
2003년도 민간투자사업 기본계획	2003.05.07	기획예산처 예산관리국 제도관리과	기획예산처
재정사업 성과관리제도 도입	2003.05.06	기획예산처 재정기획국 재정분석과	기획예산처
방사성폐기물 관리시설 부지선정 계획	2003.05.02	산업자원부 자원정책실	산업자원부
무역진흥확대회의 : 수출기업 금융지원 대책	2003.04.23	산업자원부 무역투자실 무역진흥과	산업자원부
경부고속철도 연계교통체계구축 기본계획	2003.04.21	고속철도건설기획단	고속철도건설기획단
보험회사 리스크관리 선진화 이행방안	2003.04.18	금융감독원 보험감독국 리스크감독팀	금융감독원
제3차 산업디자인진흥종합계획	2003.04.17	산업자원부 산업기술국 디자인브랜드과	산업자원부
사스(SARS) 관리 대책	2003.04.15	보건복지부	보건복지부
제1차 환경기술인력 육성계획('03~'07)	2003.04.11	환경부	환경부
2003년도 상호출자제한기업집단 지정	2003.04.02	공정거래위원회 독점국	공정거래위원회
외국인 고용허가제 도입방안	2003.03.28	외국인고용대책단	외국인고용대책단
‘03 소비자보호 종합시책	2003.03.28	재정경제부 국민생활국 소비자보호과	재정경제부
새 정부의 경제운용방향	2003.03.27	재정경제부	재정경제부
도시공원 및 녹지제도 개선 방안	2003.03.26	건설교통부 주택도시국 도시관리과	건설교통부
미-이라크 전쟁 발발에 대응한 금융·외환시장 안정대책	2003.03.20	한국은행 정책기획국 정책총괄팀	한국은행
참여정부 조달업무 개혁방안	2003.03.13	조달청	조달청
참여정부 신국토관리전략 수립 방안	2003.03.12	건설교통부 국토정책국 국토정책과	건설교통부
2002회계연도 세입세출 및 국가 결산	2003.03.10	재정경제부 국고국	재정경제부
나노소자특화팹(FAB)센터 구축	2003.03.07	과학기술부 연구개발국	과학기술부
도시개발사업 활성화 방안(도시개발법 시행령 개정)	2003.03.05	건설교통부 주택도시국 도시관리과	건설교통부
어선원 및 어선재해보상보험법 제정	2003.02.26	해양수산부 수산정책국 어업기술인력과	해양수산부
제3차 건설기술진흥기본계획(2003~2007) 수립	2003.02.24	건설교통부 기술안전국 기술정책과	건설교통부
2003년도 주택건설종합계획	2003.02.21	건설교통부	건설교통부
`03년도구제역 특별방역대책	2003.02.21	농림부 축산국 가축방역과	농림부
제2차 장애인복지발전 5개년계획 (2003~2007)	2003.02.19	보건복지부	보건복지부
IT 및 전자금융거래 안전성 제고 대책	2003.02.13	금융감독원 감독총괄국 전자금융감독팀	금융감독원
2003년 재정집행 계획	2003.02.10	기획예산처 재정기획국 재정정책과	기획예산처
제2차 건설산업진흥기본계획 (2003~2007)	2003.02.06	건설교통부 건설경제국 건설경제과	건설교통부
금융상품 비교공시의 활성화 추진	2003.01.29	금융감독원 감독총괄국 감독조정팀	금융감독원
제주국제자유도시 종합계획(안)	2003.01.27	건설교통부 국토정책국 지역정책과	건설교통부
지방물가 안정대책	2003.01.27	재정경제부 국민생활국	재정경제부
1단계 방카슈랑스 도입방안	2003.01.17	재정경제부 금융정책국 보험제도과	재정경제부
부동산시장 안정대책	2003.01.15	건설교통부 토지국	건설교통부
보육시설 평가인증제 도입 기본계획	2003.01.14	보건복지부 사회복지정책실 보육과	보건복지부
보험상품 심사제도 개선	2003.01.13	금융감독위원회 감독정책2국 보험감독과	금융감독위원회
기금운용평가제도 개선	2003.01.11	기획예산처 기금정책국 기금총괄과	기획예산처
가계대출 및 신용불량자 대책	2003.01.08	금융감독위원회 감독정책1국 은행감독과	금융감독위원회
2003년 경제운용방향	2003.01.08	재정경제부 기획관리실	재정경제부
친환경건축물(Green Building)인증 확대 시행	2003.01.07	건설교통부 건축과	건설교통부
쌀 생산조정제 도입	2003.01.06	농림부 식량생산국 농산과	농림부
2003년 중소기업 정책자금 지원계획	2003.01.06	중소기업청 자금지원과	중소기업청
지하수관리 기본계획(2002~2011)(2차)	2003.01.04	건설교통부 수자원국 수자원정책과	건설교통부
재활용가능자원 분리배출표시제도 도입	2003.01.01	환경부 폐기물자원국 자원재활용과	환경부
생산자책임재활용제도(EPR) 도입	2003.01.01	환경부 폐기물자원국 폐기물정책과	환경부
석유유통구조 개선방안	2002.12.31	산업자원부 자원정책실 석유산업과	산업자원부
원전 안전성능지표 개발	2002.12.27	과학기술부 원자력국	과학기술부
산업클러스터 활성화 정책	2002.12.27	산업자원부 산업정책국 산업입지환경과	산업자원부
포스트 밀라노 프로젝트	2002.12.27	산업자원부 생활산업국 섬유패션산업과	산업자원부
국채시장 활성화 방안 및 2003년 국채발행계획	2002.12.27	재정경제부 국고국 국고과	재정경제부
금융회사의 자산운용 외부위탁에 대한 감독방안 마련	2002.12.26	금융감독원 자산운용감독국 자산운용감독팀	금융감독원
국제기술협력지도 작성 추진계획	2002.12.25	과학기술부 과학기술협력국	과학기술부
제11차 대외경제장관회의: 2003년 DDA 서비스 협상 동향 점검	2002.12.24	재정경제부 경제협력국	재정경제부
2003년부터 달라지는 금융제도	2002.12.20	금융감독위원회	금융감독위원회
통화정책방향: 콜금리 4.25%로 유지	2002.12.12	한국은행 정책기획국 정책총괄팀	한국은행
알기쉬운 자동차보험 약관을 위한 방안(자동차보험 표준약관 개정)	2002.12.11	금융감독원 보험감독국 특수보험팀	금융감독원
제2차 국가에너지기본계획 : 2002~2011	2002.12.11	산업자원부 자원정책실 자원정책과	산업자원부
전자거래에서의 소비자보호 강화 방안	2002.12.10	재정경제부 소비자정책과	재정경제부
최근 은행의 외화대출에 대한 외환리스크 관리방안	2002.12.05	금융감독원 국제업무국 국제업무팀	금융감독원
서비스분야 외국국적동포 취업관리제 실시	2002.12.05	노동부 고용정책실 고용정책과	노동부
제3차 남녀고용평등 기본계획(2003~2007)	2002.12.01	고용노동부 고용정책실 여성고용과	고용노동부
종축업 등 관리개선대책	2002.11.30	농림부 축산국 축산정책과	농림부
제6차 장기 천연가스 수급계획 : 2002~2015	2002.11.29	산업자원부 자원정책실 가스산업과	산업자원부
환경기술개발종합계획('03~'07)	2002.11.29	환경부	환경부
종자·종묘산업 육성방안	2002.11.26	농림부 식량생산국 농산과	농림부
생산적복지과제 개선방안	2002.11.21	보건복지부	보건복지부
가계대출 및 연체율 급증에 따른 신용카드회사 건전성 감독 강화대책	2002.11.20	금융감독위원회 비은행감독과	금융감독위원회
2002년 경제정책조정회의: 차세대 성장산업 발전전략의 추진현황과 성과 점검	2002.11.19	국민경제자문회의	국민경제자문회의
동물유전자원 보존 및 이용대책	2002.11.18	농림부 축산국 축산정책과	농림부
제1차 건설근로자 고용개선 기본계획	2002.11.13	노동부 고용정책실	노동부
은행의 신종자본증권(Hybrid Tier 1) 도입방안	2002.11.08	금융감독위원회 은행감독과	금융감독위원회
"""균형재정 달성 노력과 재정지출 효율성 역점"" 2003년도 예산"	2002.11.08	기획예산처 예산실 예산제도과	기획예산처
기업의 투명성 제고를 위한 회계제도 개혁안	2002.11.07	금융감독위원회 감독정책2국 증권감독과	금융감독위원회
휴면보험금 관리제도 개선방안	2002.11.01	금융감독원 보험감독국 조직영업감독팀	금융감독원
보험회사 해외투자 감독방안	2002.10.31	금융감독원 보험감독국 경영지도팀	금융감독원
2002년도 세법개정안 국회 의결	2002.10.30	재정경제부 세제실 조세정책과	재정경제부
제8차 기후변화협약 당사국 총회: 교토의정서 당사국총회 준비 논의	2002.10.28	환경부 국제협력관실	환경부
한-칠레 FTA 협상 타결	2002.10.25	산업자원부 무역투자실 미주협력과	산업자원부
한-칠레 FTA 농산물 협상결과 및 보완대책	2002.10.24	농림부 국제농업국	농림부
제9차 대외경제장관회의: 한·칠레 FTA 협상 쟁점사항 논의	2002.10.24	재정경제부 경제협력국 경협총괄과	재정경제부
정보보호문화운동 추진 계획	2002.10.22	정보통신부 정보화기획실	정보통신부
장애인용 휠체어리프트 비상운영대책 수립 및 시행	2002.10.17	산업자원부 자본재산업국 산업기계과	산업자원부
최근 경제동향과 '03년도 재정운용방향	2002.10.16	기획예산처 기획관리실	기획예산처
신용카드사의 과당경쟁 방지대책	2002.10.15	금융감독원 비은행감독국 여전감독팀	금융감독원
원자력안전마크 제정·시행	2002.10.13	과학기술부 원자력국	과학기술부
부동산시장 안정대책(10.11대책)	2002.10.11	건설교통부 주택도시국 주택정책과	건설교통부
위해우려물질관리 기본계획(2002~2005)	2002.10.11	환경부 폐기물자원국	환경부
해외 대형프로젝트 지원을 위한 파이낸스 활성화 방안	2002.10.10	재정경제부 경제협력국	재정경제부
제8차 대외경제장관회의: 대형 해외 프로젝트에 대한 지원 논의	2002.10.10	재정경제부 경제협력국 경협총괄과	재정경제부
단말기보조금 금지 법제화(전기통신사업법 개정(안))	2002.10.09	정보통신부 정보통신지원국	정보통신부
중산층, 서민층 질환노인 보호강화	2002.10.02	보건복지부 사회복지정책실	보건복지부
2003년도 국민연금기금 운용계획(안)	2002.09.28	보건복지부 연금보험국	보건복지부
건설기계소음저감추진 계획	2002.09.28	환경부 대기보전국	환경부
2002년 경제정책조정회의: 9.4 안정대책 이후 부동산 시장 동향 점검 및 평가	2002.09.18	재정경제부 경제정책국 정책조정과	재정경제부
이러닝산업 활성화 추진방안	2002.09.12	산업자원부 산업정책국 전자상거래총괄과	산업자원부
공정공시제도의 도입	2002.09.10	금융감독원 공시감독국 기업금융총괄팀	금융감독원
태풍 '루사' 피해복구를 위한 2002년도 추가경정예산안	2002.09.09	기획예산처 예산실 예산제도과	기획예산처
공적자금 상환대책	2002.09.06	재정경제부 공적자금관리위원회	재정경제부
주택시장 안정대책(9.4대책)	2002.09.04	건설교통부 주택도시국 주택정책과	건설교통부
하반기 물가안정대책	2002.09.02	재정경제부 국민생활국	재정경제부
산업기술하부구조 일류화 추진방안	2002.08.29	산업자원부 기술표준원	산업자원부
2002년도 세법개정(안)	2002.08.29	재정경제부 세제실 조세정책과	재정경제부
은행의 소비자금융업 취급에 대한 보완방안	2002.08.27	금융감독위원회 은행감독과	금융감독위원회
2010년 정밀화학산업 비전 및 발전전략	2002.08.27	산업자원부 생활산업국 생물화학산업과	산업자원부
디스플레이산업 발전전략	2002.08.26	산업자원부 생활산업국 반도체전기과	산업자원부
벤처기업 해외진출 및 수출확대 방안	2002.08.23	산업자원부 중소기업청	산업자원부
중증장애인에 대한 의료재활 특별지원	2002.08.22	보건복지부 사회복지정책실 장애인정책과	보건복지부
2차전지산업 발전전략	2002.08.22	산업자원부 생활산업국 반도체전기과	산업자원부
조세피난처를 이용한 조세회피 규제 대책	2002.08.20	국세청 국제조세관리관실	국세청
제1차 전력수급기본계획(2002~2015)	2002.08.17	산업자원부 자원정책실 전력산업과	산업자원부
기업연구소 중심 연구클러스터 구성·육성 계획	2002.08.13	과학기술부 과학기술정책실	과학기술부
주택시장 안정대책(8.9대책)	2002.08.09	재정경제부 생활물가과	재정경제부
서비스산업 전문인력 양성계획 수립·발표	2002.08.06	산업자원부 산업정책국	산업자원부
폐기물적법처리입증정보시스템 운영	2002.08.01	한국자원재생공사	한국자원재생공사
「대부업의등록및금융이용자 보호에 관한 법률」도입에 따른 대응방안	2002.07.31	금융감독원 비은행감독국 비제도금융조사팀	금융감독원
산업의 세계4강 실현전략을 담은 2010년 산업비전과 발전전략	2002.07.31	산업자원부 산업정책국 산업정책과	산업자원부
청소년의 이공계 진출 촉진 방안	2002.07.26	국가과학기술위원회	국가과학기술위원회
금융이용자 피해구제를 위한 법률구조제도 시행	2002.07.26	금융감독원 소비자보호센터 분쟁조정실	금융감독원
마늘산업 종합대책('03~07년)	2002.07.24	재정경제부 세제실 산업관세과	재정경제부
연근해어업 생산기반구축 및 수산물 정부비축사업 개편계획	2002.07.24	해양수산부 어업자원국 어업정책과	해양수산부
건설근로자 퇴직공제제도 개선	2002.07.22	노동부 근로기준국 임금정책과	노동부
다중채무자에 대한 개인신용회복지원(Workout)제도 도입	2002.07.18	금융감독원 신용감독국 신용정보팀	금융감독원
농촌투자유치 대책	2002.07.18	농림부 농촌개발국 개발정책과	농림부
2010년 유통산업 발전전략	2002.07.18	산업자원부 산업정책국 산업정책과	산업자원부
8대 주력기간산업 기술경쟁력 강화대책	2002.07.15	산업자원부 산업기술국 산업기술정책과	산업자원부
중장기 정보보호 기본계획(안)	2002.07.15	정보통신부 정보통신정책실 정보보호정책관 정보보호기획과	정보통신부
연평 등 북방어장 안전조업대책	2002.07.13	해양수산부 어업자원국 어업교섭지도과	해양수산부
국채유통시장 및 국채전문딜러제도 개선방안	2002.07.12	재정경제부 국고국 국고과	재정경제부
'02년 여름철 전력수급 안정대책	2002.07.09	산업자원부 자원정책실 전력산업과	산업자원부
동북아비지니스중심국가 실현 관련 외국인투자기업 및 외국인 임직원에 대한 세제지원방안	2002.07.08	재정경제부 세제실 소비세제과	재정경제부
불법 신용카드 연체대납 방지대책	2002.07.05	금융감독원 비은행감독국 비제도금융조사팀	금융감독원
'02.9-'03.8 최저임금안 심의·의결	2002.06.28	최저임금위원회	최저임금위원회
바이오산업 경쟁력 강화 전략	2002.06.27	산업자원부 생활산업국 생물화학산업과	산업자원부
포스트 월드컵 대책	2002.06.27	재정경제부 경제정책국 종합정책과	재정경제부
통신서비스 및 사업자 분류제도 개선방안(안)	2002.06.27	정보통신부 정보통신지원국 통신기획과	정보통신부
2002년 하반기 경제운용방향	2002.06.26	재정경제부 경제정책국 종합정책과	재정경제부
석유화학산업 비전 및 발전전략	2002.06.25	산업자원부 자본재산업국 기초소재산업과	산업자원부
중국인민은행과 통화스왑계약 체결	2002.06.24	한국은행 국제국 외환운영팀	한국은행
2002 e-비즈니스 확산 국가전략	2002.06.21	산업자원부 산업정책국 전자상거래총괄과	산업자원부
철강산업 비전 및 발전전략	2002.06.21	산업자원부 자본재산업국 기초소재산업과	산업자원부
외환제도 선진화 계획	2002.06.20	재정경제부 국제금융국 외환제도과	재정경제부
제1차 근로자복지증진 기본계획: 2002~2006	2002.06.19	노동부 노동정책실 퇴직연금복지과	노동부
비즈니스서비스산업 발전비전 및 정책방향	2002.06.19	산업자원부 산업정책국 유통서비스정보과	산업자원부
산업물류 혁신대책 : 2002~2006	2002.06.11	산업자원부 산업정책국 유통서비스정보과	산업자원부
해외증시 상장을 통한 해외직접금융 활성화방안 추진	2002.06.10	금융감독원 자본시장감독실 주식시장팀	금융감독원
지역균형발전 대책	2002.06.04	건설교통부 국토정책국 국토정책과	건설교통부
통신시장 공정경쟁 정책방향	2002.06.03	정보통신부 정보통신지원국 통신기획과	정보통신부
제2차 유통단지개발종합계획(2002~2006)	2002.05.31	건설교통부 수송물류심의관실 물류시설과	건설교통부
대체에너지이용 발전전력의 기준가격 지침 발표	2002.05.29	산업자원부 자원정책실 자원기술과	산업자원부
공시전달체계 개선방안	2002.05.24	금융감독원 공시감독국 공시운영팀	금융감독원
신용카드 종합대책	2002.05.23	금융감독위원회 비은행감독과	금융감독위원회
미신고 복지시설 관리종합대책	2002.05.23	보건복지부 사회복지정책실 복지정책과	보건복지부
중산층 육성 및 서민생활 향상관련 주요대책	2002.05.20	재정경제부 경제정책국 조정1과	재정경제부
주물업종 종사 근로자 진폐증 예방 대책	2002.05.18	노동부 산업안전국 산업보건환경과	노동부
유기농업육성 중장기 종합대책	2002.05.15	농림부 식량생산국 친환경농업과	농림부
보험금 신속지급을 위한 제도개선 추진	2002.05.14	금융감독원 보험감독국 상품계리실 상품2팀	금융감독원
순환수렵제도 개선 계획	2002.05.10	환경부 자연보전국 자연생태과	환경부
국경간 해킹·스팸메일 대책	2002.05.09	정보통신부 정보통신정책실 정보보호정책관 정보보호기획과	정보통신부
통화정책방향: 콜금리 4.00%에서 4.25%로 상향조정	2002.05.07	한국은행 정책기획국 정책총괄팀	한국은행
월드컵대비 노사관계 안정대책	2002.05.06	노동부 노정국 노정과	노동부
금융부문 중장기 정보화 추진계획	2002.05.06	한국은행 금융결제국 전자금융팀	한국은행
건전한 온라인게임 산업육성 종합대책	2002.05.05	정보통신부 정보통신정책국 소프트웨어진흥과	정보통신부
전자의료기기 중장기 발전전략	2002.05.04	산업자원부 생활산업국 디지털전자산업과	산업자원부
무역투자진흥확대회의 : 무역진흥 및 외국인투자 촉진 대책	2002.05.02	산업자원부 무역투자실 수출과	산업자원부
임대국유지에 시설물 설치허용으로 국유재산 활용도 제고	2002.05.02	재정경제부 국고국 국유재산과	재정경제부
